,cm_dummy,gamedummy,area_kanto,area_keihan,area_tokai,area_keihanshin,age,sex,marry_dummy,job_dummy1,job_dummy2,job_dummy3,job_dummy4,job_dummy5,job_dummy6,job_dummy7,job_dummy8,inc,pmoney,fam_str_dummy1,fam_str_dummy2,fam_str_dummy3,fam_str_dummy4,fam_str_dummy5,child_dummy,T,F1,F2,F3,M1,M2,M3,TVwatch_day,gamesecond,gamecount
65,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,555.31774336,0,0
66,0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,449.5,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,560.48398757,0,0
67,0,0,1,0,0,0,24.5,0,1,1,0,0,0,0,0,0,0,349.5,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,562.3456282000001,0,0
68,0,0,0,0,1,0,44.5,1,1,0,1,0,0,0,0,0,0,349.5,3.3,0,0,0,1,0,0,0,0,0,0,0,1,0,568.53175449,0,0
69,0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,549.5,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,568.61307808,0,0
70,0,0,0,1,0,0,24.5,1,0,1,0,0,0,0,0,0,0,649.5,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,570.03478765,0,0
71,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800.0,12.5,0,1,0,0,0,0,0,0,0,0,0,1,0,581.63999087,0,0
72,0,0,0,1,0,0,34.5,0,0,1,0,0,0,0,0,0,0,349.5,6.5,1,0,0,0,0,0,0,1,0,0,0,0,0,591.85113656,0,0
73,0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,549.5,12.5,0,0,1,0,0,0,0,0,0,0,0,1,0,600.11762946,0,0
74,0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,649.5,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,628.32554914,0,0
75,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,0,1,0,1,0,0,0,0,0,0,1,667.1808887999999,0,0
76,0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,549.5,6.5,1,0,0,0,0,0,0,0,0,0,0,1,0,671.71211154,0,0
77,0,0,0,1,0,0,34.5,0,1,1,0,0,0,0,0,0,0,349.5,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,671.27349876,0,0
78,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,673.36363355,0,0
79,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,682.7431584,0,0
80,0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,691.06589649,0,0
81,0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,708.04746186,0,0
82,0,0,0,1,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0.0,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,708.41452293,0,0
83,0,0,0,0,0,1,60.0,0,1,0,0,0,0,0,1,0,0,0.0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,722.46817215,0,0
84,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800.0,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,727.19777953,0,0
85,0,0,0,1,0,0,24.5,1,0,0,0,0,0,0,0,1,0,0.0,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,738.97103066,0,0
86,0,0,1,0,0,0,44.5,0,0,0,0,0,0,1,0,0,0,249.5,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,745.40758562,0,0
87,0,0,0,1,0,0,44.5,1,1,0,1,0,0,0,0,0,0,449.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,757.31775794,0,0
88,0,0,0,0,0,1,44.5,0,0,1,0,0,0,0,0,0,0,549.5,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,758.4704730000001,0,0
89,0,0,0,1,0,0,24.5,1,0,0,0,0,0,0,0,1,0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,768.04315308,0,0
90,0,0,0,1,0,0,44.5,0,1,0,0,0,0,1,0,0,0,249.5,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,768.98982523,0,0
91,0,0,0,0,1,0,24.5,0,0,0,0,0,0,0,0,1,0,0.0,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,772.47721382,0,0
92,0,0,0,1,0,0,24.5,1,0,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,780.0353332000001,0,0
93,0,0,0,1,0,0,24.5,0,0,0,0,0,0,0,0,1,0,0.0,6.5,0,0,1,0,0,0,0,1,0,0,0,0,0,779.34283415,0,0
94,0,0,0,1,0,0,24.5,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,782.13846935,0,0
95,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,449.5,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,797.12140544,0,0
96,0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,800.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,797.52494593,0,0
97,0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,803.05428617,0,0
98,0,0,0,1,0,0,34.5,1,0,0,0,1,0,0,0,0,0,549.5,3.3,1,0,0,0,0,0,0,0,0,0,0,1,0,805.64032196,0,0
99,0,0,0,0,0,1,24.5,0,0,0,0,0,0,1,0,0,0,151.5,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,816.79222317,0,0
100,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,817.68181806,0,0
101,0,0,0,0,0,1,44.5,1,0,0,0,1,0,0,0,0,0,151.5,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,825.87022361,0,0
102,0,0,0,1,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,825.11967843,0,0
103,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,835.04380298,0,0
104,0,0,0,1,0,0,44.5,0,0,0,0,1,0,0,0,0,0,349.5,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,835.27228837,0,0
105,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,549.5,3.3,0,0,1,0,0,1,0,0,0,0,1,0,0,838.35450737,0,0
106,0,0,0,0,1,0,44.5,1,0,1,0,0,0,0,0,0,0,800.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,839.04275702,0,0
107,0,0,1,0,0,0,24.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,839.68582001,0,0
108,0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,3.3,0,0,1,0,0,1,0,0,1,0,0,0,0,842.8085276,0,0
109,0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,844.64032662,0,0
110,0,0,0,0,0,1,60.0,1,0,0,0,0,0,0,0,0,1,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,855.19768476,0,0
111,0,0,0,0,0,1,34.5,1,0,1,0,0,0,0,0,0,0,449.5,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,889.87222677,0,0
112,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,649.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,903.42426309,0,0
113,0,0,0,1,0,0,54.5,0,1,0,0,0,0,0,0,0,1,0.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,913.9208504000001,0,0
114,0,0,0,0,0,1,24.5,1,0,0,0,0,1,0,0,0,0,349.5,12.5,0,0,1,0,0,0,0,0,0,0,1,0,0,923.18287354,0,0
115,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,938.54369324,0,0
116,0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,449.5,6.5,0,0,1,0,0,0,0,0,0,0,0,1,0,936.51407155,0,0
117,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,948.70712193,0,0
118,0,0,0,0,1,0,34.5,0,1,1,0,0,0,0,0,0,0,449.5,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,949.3523640000001,0,0
119,0,0,0,0,0,1,44.5,1,0,0,0,1,0,0,0,0,0,349.5,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,961.78542625,0,0
120,0,0,0,1,0,0,34.5,0,1,0,0,1,0,0,0,0,0,249.5,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,992.39395599,0,0
121,0,0,0,1,0,0,44.5,1,0,0,1,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,991.89240751,0,0
122,0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,249.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,992.10031204,0,0
123,0,0,0,0,0,1,44.5,1,1,1,0,0,0,0,0,0,0,800.0,6.5,0,0,1,0,0,1,0,0,0,0,0,1,0,992.84262836,0,0
124,0,0,0,1,0,0,24.5,0,0,0,0,0,0,1,0,0,0,103.0,3.3,0,0,1,0,0,0,0,1,0,0,0,0,0,994.33282767,0,0
125,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1006.8710858999999,0,0
126,0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,549.5,9.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1035.9825031,0,0
127,0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1072.9410762,0,0
128,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1110.5663673000001,0,0
129,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,349.5,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1137.5123599,0,0
130,0,0,0,1,0,0,34.5,0,1,0,0,0,0,1,0,0,0,103.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1140.9821449,0,0
131,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1144.8787290999999,0,0
132,0,0,0,0,0,1,24.5,0,1,1,0,0,0,0,0,0,0,103.0,2.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1162.0688772,0,0
133,0,0,0,0,0,1,54.5,1,0,0,0,0,0,1,0,0,0,249.5,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1163.2922113,0,0
134,0,0,0,1,0,0,44.5,0,0,1,0,0,0,0,0,0,0,349.5,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1177.7822400999999,0,0
135,0,0,0,1,0,0,44.5,0,1,0,0,1,0,0,0,0,0,249.5,9.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1178.5399037999998,0,0
136,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,449.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1186.3283540999998,0,0
137,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,151.5,3.3,0,0,1,0,0,1,0,0,0,0,0,1,0,1188.1026369,0,0
138,0,0,0,0,0,1,34.5,0,1,1,0,0,0,0,0,0,0,151.5,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1190.0571211,0,0
139,0,0,0,1,0,0,34.5,1,1,0,0,0,1,0,0,0,0,449.5,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1209.7721890999999,0,0
140,0,0,0,0,0,1,24.5,1,0,0,0,0,0,1,0,0,0,249.5,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1207.6278553,0,0
141,0,0,0,1,0,0,44.5,1,0,1,0,0,0,0,0,0,0,549.5,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1220.3151103,0,0
142,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,249.5,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1235.745086,0,0
143,0,0,0,1,0,0,54.5,1,0,0,1,0,0,0,0,0,0,249.5,6.5,1,0,0,0,0,0,0,0,0,0,0,0,1,1248.9617627,0,0
144,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1252.6616279999998,0,0
145,0,0,0,0,1,0,24.5,1,0,1,0,0,0,0,0,0,0,349.5,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1262.289949,0,0
146,0,0,0,1,0,0,44.5,0,0,0,0,0,0,0,0,0,1,0.0,6.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1268.2016375,0,0
147,0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1271.1028082999999,0,0
148,0,0,0,1,0,0,44.5,1,0,0,1,0,0,0,0,0,0,349.5,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1276.2244444,0,0
149,0,0,0,0,1,0,34.5,0,1,0,0,0,1,0,0,0,0,249.5,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1277.7984917,0,0
150,0,0,0,1,0,0,34.5,0,1,0,0,0,0,0,1,0,0,0.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1285.2615703,0,0
151,0,0,0,1,0,0,44.5,1,1,0,0,0,0,0,0,0,1,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1293.899555,0,0
152,0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,649.5,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1298.9854304,0,0
153,0,0,0,1,0,0,44.5,0,1,0,0,0,0,0,0,0,1,0.0,4.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1310.7689441,0,0
154,0,0,0,0,0,1,34.5,1,1,1,0,0,0,0,0,0,0,749.5,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1357.4382377999998,0,0
155,0,0,0,1,0,0,44.5,1,1,1,0,0,0,0,0,0,0,749.5,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1374.532516,0,0
156,0,0,0,1,0,0,54.5,1,1,1,0,0,0,0,0,0,0,549.5,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1383.7930049000001,0,0
157,0,0,0,0,0,1,34.5,0,1,0,0,1,0,0,0,0,0,249.5,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1386.1495249000002,0,0
158,0,0,0,1,0,0,34.5,1,0,0,0,1,0,0,0,0,0,349.5,3.3,1,0,0,0,0,0,0,0,0,0,1,0,0,1398.3029276,0,0
159,0,0,0,1,0,0,34.5,1,1,1,0,0,0,0,0,0,0,349.5,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1407.3387174,0,0
160,0,0,0,1,0,0,44.5,0,1,0,1,0,0,0,0,0,0,151.5,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1432.6607468,0,0
161,0,0,0,1,0,0,44.5,0,0,1,0,0,0,0,0,0,0,649.5,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1442.4916981,0,0
162,0,0,0,1,0,0,44.5,1,0,0,0,0,0,0,0,0,1,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1444.9658087,0,0
163,0,0,0,1,0,0,34.5,1,0,1,0,0,0,0,0,0,0,449.5,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1446.6078163,0,0
