,treat,age,edu,black,hispanic,married,nodegree,re74,re75,re78
92,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
93,1.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,9983.784
94,1.0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
95,1.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.503
96,1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4482.845
97,1.0,42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2456.153
98,1.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
99,1.0,31.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,26817.6
100,1.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
101,1.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,9265.788
102,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,485.2298
103,1.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4814.627
104,1.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7458.105
105,1.0,43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
106,1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,34099.28
107,1.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1953.268
108,1.0,30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
109,1.0,26.0,10.0,1.0,0.0,1.0,1.0,2027.999,0.0,0.0
110,1.0,20.0,9.0,1.0,0.0,0.0,1.0,6083.994,0.0,8881.665
111,1.0,17.0,9.0,0.0,1.0,0.0,1.0,445.1704,74.34345,6210.67
112,1.0,20.0,12.0,1.0,0.0,0.0,0.0,989.2678,165.2077,0.0
113,1.0,18.0,11.0,1.0,0.0,0.0,1.0,858.2543,214.5636,929.8839
114,1.0,27.0,12.0,1.0,0.0,1.0,0.0,3670.872,334.0493,0.0
115,1.0,21.0,12.0,0.0,0.0,0.0,0.0,3670.872,334.0494,12558.02
116,1.0,27.0,12.0,1.0,0.0,0.0,0.0,2143.413,357.9499,22163.25
117,1.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,377.5686,1652.637
118,1.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,385.2741,8124.715
119,1.0,23.0,12.0,1.0,0.0,0.0,0.0,5506.308,501.0741,671.3318
120,1.0,29.0,14.0,1.0,0.0,0.0,0.0,0.0,679.6734,17814.98
121,1.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,798.9079,9737.154
122,1.0,19.0,9.0,1.0,0.0,0.0,1.0,0.0,798.9079,17685.18
123,1.0,27.0,13.0,0.0,0.0,1.0,0.0,9381.566,853.7225,0.0
124,1.0,18.0,11.0,0.0,0.0,0.0,1.0,3678.231,919.5579,4321.705
125,1.0,27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4454,1773.423
126,1.0,22.0,12.0,1.0,0.0,0.0,0.0,5605.852,936.1773,0.0
127,1.0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,936.4386,11233.26
128,1.0,23.0,12.0,0.0,1.0,0.0,0.0,9385.74,1117.439,559.4432
129,1.0,20.0,11.0,1.0,0.0,0.0,1.0,3637.498,1220.836,1085.44
130,1.0,17.0,9.0,1.0,0.0,0.0,1.0,1716.509,1253.439,5445.2
131,1.0,28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.079,60307.93
132,1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.853,1460.36
133,1.0,20.0,11.0,1.0,0.0,0.0,1.0,16318.62,1484.994,6943.342
134,1.0,24.0,11.0,1.0,0.0,1.0,1.0,824.3886,1666.113,4032.708
135,1.0,31.0,9.0,1.0,0.0,0.0,1.0,0.0,1698.607,10363.27
136,1.0,23.0,8.0,0.0,0.0,1.0,1.0,0.0,1713.15,4232.309
137,1.0,18.0,10.0,1.0,0.0,0.0,1.0,2143.411,1784.274,11141.39
138,1.0,29.0,12.0,1.0,0.0,0.0,0.0,10881.94,1817.284,0.0
139,1.0,26.0,11.0,0.0,0.0,0.0,1.0,0.0,2226.266,13385.86
140,1.0,24.0,9.0,1.0,0.0,0.0,1.0,9154.7,2288.675,4849.559
141,1.0,25.0,12.0,1.0,0.0,0.0,0.0,14426.79,2409.274,0.0
142,1.0,24.0,10.0,1.0,0.0,0.0,1.0,4250.402,2421.947,1660.508
143,1.0,46.0,8.0,1.0,0.0,0.0,1.0,3165.658,2594.723,0.0
144,1.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,2611.218,2484.549
145,1.0,19.0,11.0,1.0,0.0,0.0,1.0,2305.026,2615.276,4146.603
146,1.0,19.0,8.0,1.0,0.0,0.0,1.0,0.0,2657.057,9970.681
147,1.0,27.0,11.0,1.0,0.0,0.0,1.0,2206.94,2666.274,0.0
148,1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,2754.646,26372.28
149,1.0,20.0,10.0,1.0,0.0,0.0,1.0,5005.731,2777.355,5615.189
150,1.0,28.0,10.0,1.0,0.0,0.0,1.0,0.0,2836.506,3196.571
151,1.0,24.0,12.0,1.0,0.0,0.0,0.0,13765.75,2842.764,6167.681
152,1.0,19.0,8.0,1.0,0.0,0.0,1.0,2636.353,2937.264,7535.942
153,1.0,23.0,12.0,1.0,0.0,0.0,0.0,6269.341,3039.96,8484.239
154,1.0,42.0,9.0,1.0,0.0,1.0,1.0,0.0,3058.531,1294.409
155,1.0,25.0,13.0,1.0,0.0,0.0,0.0,12362.93,3090.732,0.0
156,1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375,5010.342
157,1.0,21.0,12.0,1.0,0.0,0.0,0.0,6473.683,3332.409,9371.037
158,1.0,27.0,10.0,1.0,0.0,0.0,1.0,1001.146,3550.075,0.0
159,1.0,21.0,8.0,1.0,0.0,0.0,1.0,989.2678,3695.897,4279.613
160,1.0,22.0,9.0,1.0,0.0,0.0,1.0,2192.877,3836.986,3462.564
161,1.0,31.0,4.0,1.0,0.0,0.0,1.0,8517.589,4023.211,7382.549
162,1.0,24.0,10.0,1.0,0.0,1.0,1.0,11703.2,4078.152,0.0
163,1.0,29.0,10.0,1.0,0.0,0.0,1.0,0.0,4398.95,0.0
164,1.0,29.0,12.0,1.0,0.0,0.0,0.0,9748.387,4878.937,10976.51
165,1.0,19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.109,13829.62
166,1.0,19.0,11.0,0.0,1.0,1.0,1.0,5424.485,5463.803,6788.463
167,1.0,31.0,9.0,1.0,0.0,0.0,1.0,10717.03,5517.841,9558.501
168,1.0,22.0,10.0,1.0,0.0,1.0,1.0,1468.348,5588.664,13228.28
169,1.0,21.0,9.0,1.0,0.0,0.0,1.0,6416.47,5749.331,743.6666
170,1.0,17.0,10.0,1.0,0.0,0.0,1.0,1291.468,5793.852,5522.788
171,1.0,26.0,12.0,1.0,0.0,1.0,0.0,8408.762,5794.831,1424.944
172,1.0,20.0,9.0,0.0,1.0,0.0,1.0,12260.78,5875.049,1358.643
173,1.0,19.0,10.0,1.0,0.0,0.0,1.0,4121.949,6056.754,0.0
174,1.0,26.0,10.0,1.0,0.0,0.0,1.0,25929.68,6788.958,672.8773
175,1.0,28.0,11.0,1.0,0.0,0.0,1.0,1929.029,6871.856,0.0
176,1.0,22.0,12.0,0.0,1.0,1.0,0.0,492.2305,7055.702,10092.83
177,1.0,33.0,11.0,1.0,0.0,0.0,1.0,0.0,7867.916,6281.433
178,1.0,22.0,12.0,0.0,0.0,0.0,0.0,6759.994,8455.504,12590.71
179,1.0,29.0,10.0,0.0,1.0,0.0,1.0,0.0,8853.674,5112.014
180,1.0,33.0,12.0,1.0,0.0,1.0,0.0,20279.95,10941.35,15952.6
181,1.0,25.0,14.0,1.0,0.0,1.0,0.0,35040.07,11536.57,36646.95
182,1.0,35.0,9.0,1.0,0.0,1.0,1.0,13602.43,13830.64,12803.97
183,1.0,35.0,8.0,1.0,0.0,1.0,1.0,13732.07,17976.15,3786.628
184,1.0,33.0,11.0,1.0,0.0,1.0,1.0,14660.71,25142.24,4181.942
185,0.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
186,0.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12383.68
187,0.0,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
188,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10740.08
189,0.0,45.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11796.47
190,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,9227.052
191,0.0,24.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,10569.27
192,0.0,34.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,6040.335
193,0.0,24.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3880.833
194,0.0,36.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
195,0.0,21.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,5775.062
196,0.0,28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
197,0.0,27.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
198,0.0,19.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
199,0.0,20.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
200,0.0,34.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2113.722
201,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7618.639
202,0.0,22.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,9920.945
203,0.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4196.375
204,0.0,39.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
205,0.0,19.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,16658.25
206,0.0,44.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,9722.003
207,0.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3783.66
208,0.0,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3515.929
209,0.0,31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,17014.59
210,0.0,34.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
211,0.0,21.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
212,0.0,33.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,5970.257
213,0.0,18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1859.167
214,0.0,26.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,6191.943
215,0.0,31.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,7284.394
216,0.0,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,445.8309
217,0.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
218,0.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
219,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7367.04
220,0.0,35.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
221,0.0,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2015.503
222,0.0,25.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,15791.13
223,0.0,27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1135.47
224,0.0,20.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,6378.72
225,0.0,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7176.187
226,0.0,38.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
227,0.0,34.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7952.54
228,0.0,19.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
229,0.0,32.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,7152.132
230,0.0,20.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,8329.823
231,0.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
232,0.0,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,12429.91
233,0.0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
234,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,5088.76
235,0.0,20.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,4374.04
236,0.0,21.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1553.291
237,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
238,0.0,22.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1698.304
239,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
240,0.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11294.63
241,0.0,29.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
242,0.0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,14626.39
243,0.0,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,12898.38
244,0.0,28.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,5767.133
245,0.0,18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,6527.919
246,0.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,3931.238
247,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,20942.24
248,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
249,0.0,26.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
250,0.0,36.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,14690.35
251,0.0,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
252,0.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3418.097
253,0.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11197.34
254,0.0,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
255,0.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,22.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
257,0.0,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1455.69
258,0.0,29.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1890.937
259,0.0,25.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,4485.616
260,0.0,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,13613.35
261,0.0,22.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1390.509
262,0.0,55.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,5843.796
263,0.0,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,8598.522
264,0.0,34.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,2920.199
265,0.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,32.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,6735.32
267,0.0,31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
268,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
269,0.0,50.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
270,0.0,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,44.75546
271,0.0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
272,0.0,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
273,0.0,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,3701.812
274,0.0,42.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,6930.336
275,0.0,39.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,3795.799
276,0.0,34.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,5193.247
277,0.0,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,2193.528
278,0.0,32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11120.53
279,0.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7609.518
280,0.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2169.027
281,0.0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
282,0.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1264.232
283,0.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
284,0.0,28.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
285,0.0,32.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
286,0.0,22.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
287,0.0,19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,5712.643
288,0.0,31.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
289,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
290,0.0,33.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
291,0.0,27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1184.882
292,0.0,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,10225.88
293,0.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
294,0.0,25.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,4715.371
295,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,289.7899
296,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
297,0.0,28.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,8190.421
298,0.0,26.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,4813.05
299,0.0,30.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,7344.678
300,0.0,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
301,0.0,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
302,0.0,25.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
303,0.0,28.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4350.907
305,0.0,54.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7812.522
306,0.0,33.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
307,0.0,20.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3644.655
308,0.0,45.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4844.803
309,0.0,39.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
310,0.0,26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
312,0.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14792.9
313,0.0,33.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
314,0.0,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
315,0.0,23.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3746.701
316,0.0,18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1568.15
317,0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,7010.444
318,0.0,19.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,3811.683
319,0.0,18.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,10798.56
320,0.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4657.273
321,0.0,17.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,8551.533
322,0.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,4309.878
